IND_UUID,IND_NAME,IND_CODE,DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME,DIM_TIME_TYPE,DIM_1_CODE,DIM_MEMBER_1_CODE,DIM_MEMBER_1,DIM_VALUE_TYPE,VALUE_NUMERIC,VALUE_NUMERIC_LOWER,VALUE_NUMERIC_UPPER,VALUE_COMMENTS,DIM_PUBLISH_STATE_CODE
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,143,Central Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,4.30309,3.33366,5.34907,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,143,Central Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.35804,1.04969,1.72145,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,143,Central Asia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,7.46808,5.77521,9.29134,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,145,Western Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,1.75504,1.14285,2.45295,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,145,Western Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.55384,0.38683,0.7539,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,145,Western Asia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,2.88154,1.85288,4.0682,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,15,Northern Africa,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,0.29622,0.15378,0.55103,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,15,Northern Africa,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.07417,0.03878,0.13946,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,15,Northern Africa,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,0.51677,0.2689,0.96322,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,150,Europe,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,12.3418,11.30427,13.48252,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,150,Europe,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,5.44127,4.99139,5.95423,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,150,Europe,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,19.99757,18.27258,21.83845,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,151,Eastern Europe,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,12.93089,10.95318,15.03741,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,151,Eastern Europe,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,5.49034,4.67272,6.40919,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,151,Eastern Europe,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,21.55684,18.20389,25.06349,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,154,Northern Europe,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,11.52676,9.45533,13.67709,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,154,Northern Europe,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,5.27093,4.31452,6.30551,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,154,Northern Europe,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,18.25532,14.98618,21.65867,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,155,Western Europe,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,13.32903,11.37604,15.36929,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,155,Western Europe,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,6.03858,5.13119,6.99358,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,155,Western Europe,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,21.17592,18.0932,24.44842,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,17,Middle Africa,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,7.28736,5.62184,9.01625,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,17,Middle Africa,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,3.10293,2.38071,3.88725,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,17,Middle Africa,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,11.65333,8.9859,14.39435,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,18,Southern Africa,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,8.59375,6.05434,11.25277,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,18,Southern Africa,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,3.04991,2.12864,4.04863,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,18,Southern Africa,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,15.06314,10.59133,19.76696,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,19,Americas,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,7.76205,6.57783,8.98245,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,19,Americas,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,3.3912,2.85673,3.95964,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,19,Americas,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,12.33933,10.4283,14.28399,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,199,Least developed countries,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,2.72421,2.40055,3.11353,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,199,Least developed countries,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.07015,0.93246,1.22829,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,199,Least developed countries,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,4.41382,3.88966,5.04815,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,2,Africa,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,4.48102,3.95768,5.05391,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,2,Africa,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.66911,1.47504,1.88758,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,2,Africa,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,7.39278,6.52645,8.35563,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,202,Sub-Saharan Africa,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,5.7664,5.06453,6.51493,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,202,Sub-Saharan Africa,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,2.14597,1.8915,2.42609,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,202,Sub-Saharan Africa,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,9.56368,8.39652,10.82109,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,21,Northern America,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,9.0855,6.52023,11.58012,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,21,Northern America,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,4.04745,2.90927,5.26311,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,21,Northern America,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,14.38027,10.32543,18.36937,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,29,Caribbean,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,5.61843,4.48092,6.87266,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,29,Caribbean,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,2.2887,1.82518,2.83257,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,29,Caribbean,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,8.9838,7.15002,10.99331,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,30,Eastern Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,4.25467,2.72786,5.98969,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,30,Eastern Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.74607,1.12774,2.44858,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,30,Eastern Asia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,6.73441,4.29649,9.45682,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,34,Southern Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,1.47936,0.46339,2.68067,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,34,Southern Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.45338,0.13978,0.82081,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,34,Southern Asia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,2.45191,0.77195,4.45407,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,35,South-eastern Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,2.64889,2.0515,3.32979,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,35,South-eastern Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.05027,0.80701,1.33041,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,35,South-eastern Asia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,4.28704,3.32127,5.40579,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,39,Southern Europe,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,10.3065,8.79129,11.97966,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,39,Southern Europe,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,4.65688,3.96392,5.44216,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,39,Southern Europe,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,16.36029,13.94326,18.9864,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,419,Latin America and the Caribbean,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,6.83854,5.70508,8.02448,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,419,Latin America and the Caribbean,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,2.9319,2.43409,3.4957,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,419,Latin America and the Caribbean,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,10.91947,9.08608,12.80653,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,432,Landlocked developing countries,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,3.8076,3.39162,4.29581,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,432,Landlocked developing countries,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.42297,1.26467,1.60267,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,432,Landlocked developing countries,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,6.32015,5.62014,7.14332,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,5,South America,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,7.44935,5.9695,9.04344,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,5,South America,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,3.24523,2.58328,4.00498,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,5,South America,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,11.81418,9.46477,14.3816,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,513,Europe and Northern America,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,11.3772,10.35842,12.50997,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,513,Europe and Northern America,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,5.03592,4.58928,5.54255,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,513,Europe and Northern America,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,18.30045,16.63262,20.10474,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,10.90313,10.00501,11.90206,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,4.83209,4.43075,5.29188,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,514,"Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)",2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,17.50018,16.02106,19.09908,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,515,Developing regions,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,3.38479,2.77489,4.05836,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,515,Developing regions,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.3206,1.09467,1.58694,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,515,Developing regions,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,5.42731,4.43518,6.51932,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,53,Australia and New Zealand,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,10.42489,7.85251,12.98267,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,53,Australia and New Zealand,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,4.8673,3.62716,6.14671,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,53,Australia and New Zealand,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,16.19444,12.18556,20.2106,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,54,Melanesia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,2.10001,1.02337,3.38116,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,54,Melanesia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.71483,0.34925,1.1514,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,54,Melanesia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,3.39051,1.64682,5.45078,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,543,Oceania (exc. Australia and New Zealand),2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,2.15373,1.14986,3.34909,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,543,Oceania (exc. Australia and New Zealand),2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.73498,0.39593,1.14456,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,543,Oceania (exc. Australia and New Zealand),2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,3.48131,1.85332,5.40314,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,57,Micronesia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,2.62641,1.43571,3.98562,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,57,Micronesia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.9323,0.50305,1.42227,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,57,Micronesia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,4.39272,2.41106,6.65066,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,61,Polynesia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,3.05578,1.78464,4.43054,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,61,Polynesia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.04708,0.61323,1.51621,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,61,Polynesia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,4.98624,2.90648,7.25846,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,62,Central and Southern Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,1.58421,0.6032,2.74947,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,62,Central and Southern Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.48906,0.18642,0.84605,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,62,Central and Southern Asia,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,2.62719,0.99501,4.56141,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,722,Small Island Developing States,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,4.71913,3.93004,5.62068,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,722,Small Island Developing States,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,1.90176,1.58482,2.27854,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,722,Small Island Developing States,2000,YEAR,DIM_SEX,MALE,Male,RATE_PER_CAPITA,7.5313,6.26961,8.96695,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,747,Northern Africa and Western Asia,2000,YEAR,DIM_SEX,TOTAL,Total,RATE_PER_CAPITA,1.05925,0.7422,1.45911,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
EE6F72A,Alcohol consumption (age 15+),SA_0000001688,747,Northern Africa and Western Asia,2000,YEAR,DIM_SEX,FEMALE,Female,RATE_PER_CAPITA,0.32156,0.23687,0.43273,WHO Global Information System on Alcohol and Health (GISAH),PUBLISHED
